,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
11,4.958821183840304,4.008162313691035,4.975767686718284,3.570442607380612,4.60319408768241,4.333142488009129,2.701623485337766,4.4199205338771215,4.313264899536423,4.532664490419067,3.7031827464136775,4.156428223795461,4.45449107062932,4.969881825605115,3.3084275563897636,4.018415294258596,2.7899470754664506,3.375518292757094,4.0176482581026285,4.075652925688082,4.567916209302368,4.126716166368447,3.2110185432125617,4.3283613769216425,4.398404843486525,4.058423708985188,4.188196567475553,4.180025752449905,3.7769542512642262,2.9921925587949554,3.223149559153913,3.1325582932732994,4.995847202989814,3.013174495729749
12,4.989609665979333,4.648256748093303,4.98200815177748,3.9985893187169945,4.920393715310919,4.876616259637374,3.5078401674567887,4.981926044951464,4.767900443756756,4.759996169875086,3.331766758912009,4.022291040620704,5.2383670442992,3.0268157954026846,4.975808557838497,4.0211133270389725,3.398646626214045,2.8357224345708305,4.965398156189998,4.923802817114272,4.3487881337875125,4.393706417475534,4.974378608648913,4.725705376686558,4.004021213716158,4.3022806013537584,4.388773119766986,4.14507155061355,4.676198533358743,5.20283088781578,1.9765280280566562,4.640786381077744,4.226410038035862,4.205848676742612
13,4.001969520890257,4.333445278659931,4.173321421741601,3.772780934423779,4.8614800532700855,4.101027160758288,4.92760306145721,4.055802217677906,4.5385011907602,4.940513113837288,3.5505749779613915,3.532218382061945,4.001201406545491,2.977846820980107,3.973576535109397,3.402913295274474,1.7762575082549605,2.7546149710411236,2.790980362344917,4.150335255717393,4.897721395185039,4.007979105857648,3.0102257104500296,5.361991094233956,3.292945618505029,3.9728446662723007,4.671752195312624,3.976798659263013,2.051149177408159,4.1362974890751865,0.786035487257847,3.933627610208361,3.951629486514794,4.210406312132371
14,4.976524193780202,4.032874526788951,4.9917188434945245,3.8042215472352994,4.9862330688658565,4.55628036529979,3.6602487280447336,4.614040643013859,4.534887776873378,4.652118106361502,3.6387549498813065,4.149920474850729,4.9843136151273395,4.416165289961507,3.7329844766910476,4.383753148725648,2.54163990149821,3.031917500438798,4.194734157182181,3.9769145738750793,4.787124927869758,4.521849419354871,3.7948195518850603,4.970673111532403,4.242163061412769,4.121075131078985,3.955583826190726,4.287506738276061,3.8374025967913457,3.449622701495192,2.642314337029592,4.008101431408285,5.195087602304117,4.4994761375626195
15,4.974866147605221,4.761596594428561,5.005675275226092,4.969985394703664,4.969844336020549,4.8773381630716965,3.5733022737116897,5.043736127941957,4.90996736955136,4.858169481711064,4.332751526429372,3.762869713835267,4.995072537222402,4.00834168639407,3.5268623414703817,4.31353970278135,3.234368765966907,3.5133375814101684,4.462673107848947,3.6957988221904308,4.252663643216503,4.349192116958191,3.5350983412614796,4.661560514774677,4.050286556602428,4.707790647334199,4.124702004690048,4.9798380335410455,3.3233905107588217,3.3838612297283976,1.8524859748926246,3.5806771264014463,4.102646148708964,4.57176321315883
16,4.00814342427226,3.8340809581189212,3.9919713969752135,2.9027433233215025,4.557040951922139,4.236659616746679,3.1191451044179628,4.00300604912059,3.90595500879087,4.44265903086665,2.7644185739778506,3.651883043508457,4.033813897371405,3.5737951294233157,3.971733276831931,3.673221090116063,3.111340209832891,2.9774156675594177,3.8570479899713006,4.5817450811150175,4.507896304106419,4.329367118808937,3.8241378046248724,4.199468913504352,3.433251900604176,3.3731769467898554,3.897694767705984,3.1601305517548175,3.8785102754852696,4.974832561679695,3.6828744112276315,4.983321727797392,4.980400081476987,3.9979891764753503
17,3.998177290846365,3.997407959607228,4.028471279888664,3.5486722094294585,4.92082724501526,4.1495038239818,2.88732635819864,4.14077899305768,4.099310419665861,4.515130140150036,3.0467342590865236,3.501520958206349,3.9887506471779526,3.514322847406517,3.70999645970905,3.5000014405559066,2.382119186163217,3.9447232305828246,3.272665659829535,3.39829950291135,4.709073270749674,3.82765284144674,2.4667252017607915,4.016956371871719,4.034754178429041,3.878423019800198,3.7361271681027834,3.7162732374412317,3.1832349683172,4.192149893274019,2.6300091968489707,3.315278105953264,4.202487476425247,3.9610350092318574
18,4.985532057178508,4.495232426949984,4.9863843966477,3.7617757811984465,4.9561609711100045,4.589271158658559,2.920004667177222,4.72900685515323,4.647086682205545,4.69070952142159,3.921574080146625,4.391199902944119,4.998524555213088,4.991852894662544,3.7817865419603605,4.538621881783042,2.7318170128920567,3.9060577289829372,4.382090765200406,3.631294948352229,5.002900968660429,4.259541505926884,3.527944416087665,4.5805312976825,4.971226876987319,4.5950449629986005,4.28902508039776,4.534657202982601,4.166029954349518,3.529758356676871,3.0944958703101344,3.509705972344321,4.689431756957591,4.277526278727289
19,4.923396726436321,4.989270798057456,4.485800504078676,3.8941670225342335,5.342676277548101,5.016457705728259,3.3630944264981992,4.879826225171083,4.970800358605404,5.175496960629991,3.5929399100439023,4.655790636033,4.877145138841528,4.300163472074424,4.977159758764567,4.015243259839363,2.848490806192423,5.119293171911557,3.810816741279528,4.368954145452954,5.000054332347873,4.965226453493565,3.0143815666067417,5.004567083079268,4.979566744700596,4.607052694794893,5.018449708103385,4.326383508192648,4.307678558478757,4.873775807556948,2.988008339429894,3.84023958097337,4.655195398428559,3.583832565743388
20,4.727142700284416,4.972139957187907,4.471583085155948,3.9903044566351227,4.98905961854345,4.781058994431853,3.8988196842868237,4.676412211475748,4.69513286415319,4.9827238881025595,4.017366744286097,4.072918964982426,4.942307918009844,4.016313402233483,4.071569442364965,4.3191287320262095,2.644655680249361,3.5303933108076526,4.25764150355665,4.585972303022067,5.18701702323409,4.61898908511985,3.99674288078266,4.976642903760498,4.131882550326129,4.5393620975235285,4.40983273839515,4.323951825915837,3.355261570014954,4.647039475334992,2.9908051726019225,4.7332039986501275,4.002282562661991,4.990906267491323
21,3.0898094710173676,3.9665313394959196,3.1640694663415276,3.2407926520244974,3.009598435911992,2.9265884902618438,2.416502144748509,3.0215908169219956,3.453067065769824,3.4958273400072706,3.9613273674556657,2.684064880896337,3.007892458880003,3.2667262182535826,1.6545858485511364,3.1933011112454497,1.3195155397923244,2.564203639038011,2.4234746265636185,1.9998227423000337,3.0029854305399826,2.2797421156068918,1.8594048304207957,3.0107422533898034,2.9112169164560124,3.964548435962425,3.1576181346079837,3.992083112657591,1.0058566216741103,2.239029186630662,1.050423568586674,1.0085292926278087,1.2432517142526065,3.0259530459768063
22,4.383862457097221,4.009757932519323,3.8009003841873388,3.3114638327501824,4.378137347756581,4.166576823890092,3.983938348848478,4.036425495251807,3.999329849857728,4.3482080712516815,3.4591916629003645,3.8046956271525634,4.068048703022833,3.857998778347684,3.333039552975805,4.1111126135462595,2.0632470754921544,2.900135893148465,3.0037407735545782,3.915197540979405,4.463990832204423,4.968275164827365,3.4027176212104315,4.975395158967769,3.4030149000323786,3.610034634273864,3.887776298859785,3.684555787666632,3.143543270945852,3.3473490108608157,2.35643736810946,4.637207441265641,4.565898244435353,3.859903573883272
23,3.7748482167999464,3.9854062792181186,3.7718690460243005,2.7975849713999286,3.748171361026219,4.152363682866468,2.009195957882855,3.7766583302898256,3.763451976541014,3.7600989808973866,3.4437967024708316,3.959168612770138,4.847641217161513,4.9847644831302285,3.0964617877443974,4.069137750186163,2.8190109303444784,3.888881831002943,4.334993225581195,4.239697499017251,4.463645461047294,3.911993442301269,3.6563802864586985,3.4276650997385065,3.997388420987954,3.870153614772576,3.2185572045964053,3.746060762476794,3.985342464876892,3.6275278952311187,4.978026076846332,4.00383326899992,3.0152819254765015,4.986615932555971
24,4.976268104540399,4.996295229253967,4.979052755785991,3.6982584146163187,4.990056907194874,4.99806114586756,3.587681796427119,4.972363947569761,4.8960851143927915,5.0093439628329435,3.700781776840908,4.52038200742476,5.341070144889845,4.1544564612186505,4.977731608320766,4.396513867323786,3.430538708362385,3.49655973646082,4.859416623368012,5.301295051304598,5.195077856436127,4.735921958855177,4.9695925158818515,5.0029863669265895,4.487820076041015,4.551878229835072,4.977692516341905,4.278050772608013,4.904459342293318,5.224921388483631,2.9824537340290527,5.192479548300156,4.362603054427219,4.470781738284774
25,4.41854706784291,4.974653095859435,4.019624834408792,3.624327638659717,4.750219516974613,4.365628813299487,3.918078839613211,4.315263745164055,4.493454951592037,4.9827792868842495,3.9172989818171056,3.971268189179127,4.006728728032614,3.8991857678592994,3.937105726107017,3.8747217960454723,2.2435352036679763,3.719290652186683,3.1406152394822935,4.239782593958287,5.1415840340098296,4.475490904203899,3.1127180796426197,4.976625316334988,4.0408898197000855,4.351646980972215,4.979628034069728,4.029901996919647,2.827397515562794,4.3364206544989825,2.2377606313469993,4.218250443164992,3.8724824782450398,3.514540997229546
26,4.946143930276689,4.9962000829498585,4.694950626005691,4.147813487453547,4.998340525940681,4.991307046054346,3.5859660005312364,4.9801423101457685,4.8164946577113295,5.014593945136387,4.023631176135094,4.295705440253135,4.932511702300446,4.528002540250102,4.291646651944953,4.358952520627563,3.259206900171616,4.085951347940988,4.1849247452430784,4.504708617647318,5.133931742922133,4.982856637832014,3.815584728548787,5.0011403131235985,4.48195700457221,4.535127041864838,4.968458900006938,4.394353423904469,4.157493720362081,4.148337803134185,2.860639354705466,4.872847825536775,4.581141930657098,4.002153608626873
27,4.930615439876763,5.0119847569637095,5.080789892411088,4.596837422661461,4.986845251130646,4.72306590509538,3.926317622536127,4.8287297689241955,4.9117351033945145,5.113373755128345,4.939974540859375,4.065832734061015,4.920522072461318,5.045943738957174,3.0041392712667254,4.866186063994557,2.624063868213568,3.40143921793055,4.076513288090034,3.7391676698952123,5.178633502603378,4.393611216862552,3.562015063865948,4.994025189922797,4.281451463145459,4.994053285224783,4.467733258810685,5.174580990512503,2.865966236596381,3.2086616223081683,2.4669214061663616,3.7794705705877365,4.133731554617674,5.001027373825957
28,4.945603320235137,5.001719446816661,5.157891101573063,4.185615669701441,5.2703155634901675,4.80777914756177,3.5434126381176725,4.945497194577824,5.093600619156473,5.197463339282681,4.311711357167954,4.514137392552527,4.978400628648166,4.998178232419994,4.078993154906606,4.569880120464637,2.972803301374425,4.261237581954419,4.185546146651411,3.9694373022013365,5.339566221420646,4.382181086664788,3.484328413393255,4.99562524546498,4.979453042705762,4.983360118286853,4.979477166501549,4.976599722057625,3.9726133726868436,3.9300818458781137,2.510958587428469,3.6378645523494533,4.482535844030952,4.479577977449086
29,4.992502988578299,4.9769714401683744,4.793595556449496,3.993627591226085,4.994396239685415,4.783129409809854,3.617711662889426,4.814812290332006,4.768799352538021,4.972645094729893,4.425750140706092,4.398076655854431,4.99990571696782,4.99262369664964,3.6222724960766186,4.97731572842707,2.7428592058548062,3.722147230787547,4.218889501127576,3.9587283547255403,5.253597334257312,4.8153781518682415,3.9678731802222225,4.993240452420375,4.592554919422493,4.8045663577953786,4.46730078778876,4.74621861449034,3.844435042712389,3.890603422367317,3.103110437471231,4.423587088407075,4.457320598841845,4.8805614590188755
30,3.9677536728559573,3.904221463297946,4.974824526900275,4.122147408161034,4.9816712909901195,3.6996718141781386,3.277468495177808,4.051628234245743,4.553179178780963,4.967247029685061,3.8708716240955954,3.3910473150610914,3.0468633191101917,3.9938269914083966,2.509276695131985,3.7030039297551633,3.0801828435016065,3.1174964698115906,2.981419040239806,3.0281043907783634,4.004750375349486,3.0080181135064574,2.224134704952695,4.002607912583541,3.553034345523295,4.302486267502481,4.00987823654442,4.956214022855598,2.439612863139356,3.25548069864302,0.9801654072028382,1.45297808407869,4.39817808127841,3.694405836609378
31,4.52866099091473,4.581837846442379,5.0008681915275055,4.306251437119816,4.939823639913843,4.668412642836992,3.4821825746260666,4.764283445460317,4.958280124341496,4.826599769253974,4.027446542605902,4.112346071083071,4.972962186168842,4.309912434777815,3.8807814528241957,4.3638638601680295,3.3551115500478574,3.7810515561993956,4.353272545473824,3.8250969579291825,4.411150664931654,4.101787415193587,3.7154299464250444,4.607810096011673,4.260595447646197,4.698754797117512,4.2927772573769225,4.988385322501582,3.991196875558662,3.870598562613831,2.0048043102847233,3.4178475563866213,4.00199259908455,4.992711572910881
32,4.526713132874572,4.303577414301944,4.978179829850257,4.958315978001127,4.684894099938484,4.7974686759976155,2.9870651379262907,4.903143499175283,4.643136823453404,4.528642951507376,4.046806229458886,3.40239256090147,4.989541357714328,4.075082601441958,3.249955195574243,3.996530997103681,3.7264755624857546,3.5153283371309256,4.597796592823987,3.691177708683828,4.001028535526596,3.9854857425722496,3.3907300199327186,4.0228609949810625,3.7403480174826065,4.359588295393033,3.7666375240733507,4.754329961809936,3.510077266302919,3.0593587288674384,2.27932578214397,3.592736712515548,3.9746458589145415,4.616505209173183
33,4.993515343685156,5.020492061809723,5.001702656576864,4.621241348824717,5.387994836635227,4.9862441083467415,4.948843327254717,4.983508484385961,5.103352862581669,5.422617315260152,4.447788125694708,4.11479203202824,5.000101171173262,4.214013570648297,3.966592681058601,4.5620503307985585,2.740297715170964,3.2067834310906393,4.002312365671819,4.634528566517412,5.443751875850806,4.993919240598081,4.000449658704715,5.766652527940393,3.9485998575412675,4.678861009782245,4.875532128601031,4.814498287639792,3.044879626923292,4.096185092775907,1.9799066870445137,5.019492259369925,4.750852424274523,5.196856198968281
34,4.343033054373796,4.499709550209298,4.999752003817943,4.757095545293123,4.704650155204717,4.830394220322049,4.047724306902302,4.6277941588163305,4.957004861807927,4.979465956139133,4.2456297470607325,3.6923054328759877,4.974732329759269,3.8339966796351943,3.5340278924671433,3.999826400501799,3.6355297965825697,3.021052895293388,4.359604159276598,4.827265602789637,3.8613922903445275,4.1646555317577665,3.9316539381452515,4.620325502594841,3.052070882412438,4.423584745975264,4.0901612213138,4.9822552488013265,3.0861364087926244,4.139715279529946,2.1658846306694706,3.683845299114537,3.741651825356866,5.077718588533761
35,4.905956445657566,4.620794776219826,4.996391088625931,3.3028274536704108,5.1026509403645,4.544793554996894,2.8049072041990644,4.437464734051675,4.911917430834539,4.999018530211287,4.005827584011904,4.984588354055542,4.997673803274967,4.988523524537053,4.027998911288284,4.961087296031455,2.419719142357514,4.2097650933202475,4.093631916895382,3.5942364762471075,4.302157965598011,4.229971643332114,3.5826513376864018,4.484809147874119,4.995638827839579,4.990273352392952,4.00802164199788,5.003711990658242,4.4740335165147735,4.977314599769088,3.4051441419225448,2.0255956902695447,4.465015272947529,4.43396016546662
36,4.613396843441571,3.9976803071220974,4.978011380249173,3.695730203569565,4.360229081246524,3.996513343247393,4.286483920446477,4.333331583893002,4.273889375757799,4.328772392333157,3.874542206443138,3.506076748461266,4.596700063627342,3.581238627226964,3.109005820412951,4.491969008719126,2.4257815594250745,1.0223750673252785,4.248753710773735,3.939414987924155,4.562505921073348,3.8882819822556156,4.977874626244717,4.967002294731618,3.2697347393893175,4.013369506942889,3.8192191454088493,4.282157759096768,3.2365346483699033,3.119582098274381,1.0098995330722953,4.5671144604150795,4.198190177399018,4.992869332539795
37,4.998694805566273,5.1185020526512695,5.003155100949004,4.706911305912332,4.892967577463969,4.850743392118997,3.7802583471863853,4.979487123189111,4.873398239465465,4.9972646640280045,4.952171802597906,4.007080808370082,5.069219207826675,4.972249705617315,3.062196941259462,4.989221245795056,2.8932558508453528,3.411294162935031,4.348180273830748,3.6980934847689126,5.0825607230867895,4.571674261287921,3.8486037278431797,4.906439856028441,4.2829118470123,5.000564663365472,4.409504735745628,5.125881669492395,3.1617716713702833,3.2081759136096366,2.564596021095178,4.242627173593782,4.055813059926006,5.093029692091294
38,4.176433405205765,3.738785742765081,4.952540101942024,3.656219191952487,4.9650534044685015,4.003803992367273,2.9322224958700622,4.246582172532208,4.215342752462123,4.634776911916766,3.257697150989396,3.450042359141971,4.007954037008639,3.9734850273650593,3.3640923219145873,3.57062619657174,2.756123511475263,3.0070593556140746,3.6767630543392578,3.740847453740944,4.992515636367346,3.2640341897325493,2.999357752608152,4.013096007570563,3.9995653072579045,3.9177228926715046,3.9789350373139145,4.013971867029074,3.299244846064359,3.6322347272208377,2.2209741686477673,3.110259357607877,4.642698280381848,3.8863076443755924
39,4.814102844717176,4.946553831776193,5.008340831500404,4.276809423353034,5.242799219985573,4.759599066558614,3.1257153269834186,4.96665416419162,4.9902730587554975,4.9963259220369824,4.019710718409915,4.22288598436477,5.002957118662921,4.343020603951839,4.25923907526349,4.310569617011559,2.9881070129071587,4.309367593246324,4.384211104865763,3.5792202498215557,5.003459940196611,4.010752272217263,3.3790155007604965,4.573647689494635,4.986530634663451,4.956047261834705,4.637846262432393,4.819778042248001,4.001572050378709,4.21303989900851,2.2497223890189626,3.2981812160921953,4.075270094363909,4.485515013121778
40,4.973597325235587,4.5731259443208065,5.199365295457095,4.976828841879798,4.4251353594396585,4.645995841017494,3.986603679135314,4.964050446018447,4.494276791130466,4.497637784666933,4.993931668044459,3.342221368219672,5.013386141461667,4.712981563466389,2.049950394851286,5.2129266814366915,3.5276299716816686,1.7197085872522908,4.987798225951551,3.856882292474524,4.667702177827317,4.513598121398274,4.960835454988367,4.717074157842435,3.2799052734000997,4.5216335775932635,3.5716388265741683,5.0913659955194674,3.068663758126567,2.1217434276120652,2.202849295828947,5.310219138512792,4.12355185102385,5.96763184549697
41,4.591828801460446,4.586351749339725,4.799119128404818,4.962762759948088,4.9926279196685615,4.982206684879122,3.305617550335501,4.97630898633193,4.907759824464143,4.833335184468366,3.8949833338472444,3.652084191307069,4.993432936567071,3.7345441170517555,3.9858254232978636,3.769207650787463,3.5527924669274977,4.14813227526828,4.3593417708030895,3.7897644730081597,4.0082246904372605,4.218447544695256,3.008797677393703,4.386068466512228,3.982753706392251,4.478133775379065,4.215178845790391,4.692877034199259,3.4584967836505514,3.809563275284308,2.1089130180623954,3.452281242086105,4.125082717909557,4.302678334115127
42,4.031090051356958,4.346668154318223,4.178483931466299,3.9900206561355573,5.008421829074476,4.342713169959427,2.915279215066715,4.455772586393962,4.463461287209655,4.643463195297079,3.4475877733134435,3.7629127696535383,4.133378162091706,4.1794140775838615,3.8380789315418347,3.605002559186677,2.6434827022318945,4.958833187447504,3.0351102895235944,3.003122516795302,4.982595569290725,3.9880380846087222,1.9302120092486414,4.2297749449828785,4.619287700803668,4.2869112484861205,4.439599794354585,4.229295021570657,3.479961730548193,3.3872289371148283,2.0136579199129394,3.0992265385620557,3.9910425931243263,3.7323618186968
43,4.28606961852894,4.273893869847224,4.284388698269384,3.4285896788549217,4.009894384611385,4.32884048318186,2.889926504306343,4.182835788678023,4.103453660115851,4.118820223985247,3.977935461941773,3.9158791093344334,4.971971850156446,4.978491684010531,3.151420018940119,4.220749342325351,2.4626156035120714,3.368705584696493,4.1109040869009865,3.9210625598228668,4.7948030289095,4.09513469822911,3.594540682766301,4.212487963673031,4.102161066114744,4.125532543786409,3.9854535971449225,4.016534062818892,3.4489466739094206,2.9575618555772643,3.6138636786666107,4.179117102503707,3.5896786062965695,4.398374710849537
44,4.228695997677664,4.119544591920197,4.108284348194435,3.6808219970046525,4.9790029918672225,3.990270264180544,3.9955311063161205,4.07248264573372,4.301236899493054,4.754826481183914,3.577255201072912,3.6532138213075216,3.7455002461857676,3.8497853488488465,3.365916829102909,3.6824113215197043,1.5676197437578483,3.5816758273080915,2.530120166363235,3.003747898621082,4.997068185443675,4.072620485551745,2.0252191673454596,4.950540820151923,4.038977190851431,4.013898985154581,4.3119636519814835,3.992818262829613,2.219571857562123,3.2052813252207764,1.5242125789567746,3.1568881632409616,4.5867180517004655,3.6650911189836326
45,4.628890236793521,4.508273274549345,4.564982728488812,4.031498071458648,4.963729598455763,4.983066252142248,2.0336223474809865,4.949491235676489,4.661148810987456,4.571555923372854,3.063916762015426,4.135350156773107,5.081309241244996,3.894194149286773,4.96542317518433,3.5666940528425544,3.675492048867244,5.132492036352538,4.525333467944912,3.907941797954761,4.20740808965588,4.2346488560919076,3.0172409760555117,3.8478570930024496,4.907738232753599,4.318360020431871,4.395953724885436,4.036021206182139,4.997831774962863,4.66493394625427,3.178533737075558,3.40308698832736,4.2873671055050115,3.2676078199513743
46,5.19363532628641,4.93312034425703,4.979557977128035,4.077645242411481,5.210650382131615,4.999259708268982,3.4520917604405277,5.038076528664301,4.971915503199569,5.007695216403616,4.222854888013149,4.669168731645846,5.302118703020917,5.067547523736529,4.104287640105487,4.9861176051858065,3.0107311792490368,4.227124970407714,4.481463408506816,3.915979799676318,5.106626899002881,4.986229918078099,3.925531790718941,5.061616644930493,4.979665582614355,4.866465905693118,4.53650561904335,4.843896916683635,4.481243311136273,4.010605397867653,3.1515636276177004,4.253347335363303,4.841227749842874,4.828551892757815
47,4.7501939254223355,4.9140288010047435,4.4815140782061835,4.1676857713945825,4.8750792346912455,4.976643147349474,3.6248596624636633,4.755675939574814,4.716979199219523,4.972882920403609,4.068180254972327,4.184919505624981,4.996473760919671,4.304398609834398,4.023815068576821,4.2995042785751885,3.0033163682348527,3.986122730231852,4.049784885044675,4.827773253714591,4.859084852486409,4.976721888047422,3.8016930935956568,4.815164567692809,4.003634495643899,4.476495810123325,4.423373085603553,4.447279319084633,3.7531992720067873,4.43398483750101,3.2271120045869592,4.5724117683837076,4.012743537945469,4.431780838359731
48,4.607694640147848,4.448581264447399,4.484366145209211,3.706767850938485,4.525742223703118,4.944196234572385,2.3829412695042387,4.6721535621646355,4.519234437288369,4.451348448012913,3.443331618802456,4.3485090469116505,5.271897784826014,4.452333508082308,4.361522199699607,4.096208700936489,3.631125257297431,4.436423762958434,4.622546619295345,4.6691336206029925,4.118245300458614,4.663697695479552,3.8836517481903283,4.017715226482499,4.317848449214253,4.227380822345729,4.021184029342,4.184722530664486,4.978284891152541,4.524174835323513,3.9913077904118293,4.006769806538765,4.009681851756023,4.004731446605163
